惠顾	照顾	0
迷人	气质	0.14335018396377563
果粉	米粉	0.24666601419448853
榜样	样子	-0.1448594182729721
愚钝	大智若愚	0
打假	扫黄	0
均衡	全面	0.36639896035194397
制约	收敛	0.19491539895534515
经营者	纳税人	0.1982196420431137
瘦弱	苗条	0.16803357005119324
前途	道路	0.016323275864124298
遛弯	走路	0.1212386041879654
爱心	慈善	-0.00979506317526102
光盘	硬盘	0
一体化	集成化	0
销魂	陶醉	0.38491180539131165
光荣	流芳百世	0
观后感	影评	0
恼怒	愤慨	0.12952031195163727
帮助	赞助	0.001578882453031838
拥戴	崇拜	0
扯淡	闲聊	0
旅程	旅行	-0.016639092937111855
男孩	小伙子	0.19149143993854523
见解	意见	0.0824018195271492
穷苦	贫穷	0.08734208345413208
生命	性命	0.2639462947845459
滚蛋	滚开	0
维他命	维生素	0.6288700699806213
多元化	年轻化	0.2604775130748749
宝贵	金子	0.2257336676120758
结构	系统	0.1238643079996109
玩偶	工具	0.06214875355362892
丧失	失独	0.14436645805835724
肚量	肚子	0
娇气	公主	0.049090079963207245
寒暑假	黄金周	0.3189949095249176
笑料	活宝	0.21086496114730835
百货	商场	0.03990378603339195
信息化	智能化	0.17498502135276794
茶道	茶叶	0.05422133579850197
罪孽	犯人	0
感冒药	退烧药	0.4093886911869049
难点	问题	0.21773740649223328
同事	朋友	0.2494371384382248
名字	姓氏	-0.008113517425954342
网站	网页	0.17895625531673431
名誉	名气	0.09460164606571198
七情六欲	欲望	0.28260698914527893
审理	问讯	0
工具	器具	0.1273241937160492
意思	意义	0.08985405415296555
优惠	降价	0.1868339478969574
伴随	陪伴	0.19172222912311554
尘垢	污秽	0
猫腻	阴谋诡计	0
吃醋	争风吃醋	0.12538842856884003
软着陆	经济	0.19889022409915924
生产力	创新	0.37181898951530457
上市	盈利	0.10416506230831146
泼妇	女强人	0
载体	书本	0
地址	小区	0.3019973635673523
价钱	票房	0.08127981424331665
表彰	进步	0.009488658048212528
理论	结论	-0.1429232954978943
烦闷	失眠	0
亲人	敌人	0.13251309096813202
跳槽	移动	0.06039334088563919
饮酒	喝茶	0.17626287043094635
财运	桃花运	0
女权	女性	0
一般	差	0.18468554317951202
赌局	扑克牌	0.3636326491832733
宋	明	0.02900078147649765
雾霾	阴天	0
程序	指令	0.042660053819417953
关键字	关键	0.238026961684227
松驰	疲软	0
平等	平均	-0.12699846923351288
经营	张罗	0
客套	礼貌	0.12144555896520615
利用	使用	0.2192099690437317
审查	自纠自查	0
炖	焖	0.38965851068496704
喜欢	崇敬	-0.11640346050262451
暗号	密码	0
规律	原理	0.19502468407154083
轻率	鲁莽	0.22411870956420898
手法	方法	-0.1339772790670395
准则	规则	0.12581776082515717
迂腐	墨守成规	0
闯祸	惹是生非	0
清晰	一清二楚	0
姐妹	闺蜜	0.317289263010025
扎实	脚踏实地	0.21798419952392578
事物	东西	0.0611550435423851
睡	寐	0
忌妒	妒嫉	0
俱乐部	富人	-0.012753274291753769
味道	鼻子	0.03776352480053902
绩点	老师	0
关心	放任	0.0475090853869915
空间	世界	0.007795383222401142
僻静	冷静	0.05723150819540024
字符	程序	0.20270109176635742
裁判	足球	0.11405785381793976
股票	银行	0.17342300713062286
红颜	面容	-0.043440304696559906
著名	著作	0.220829039812088
可能性	可靠性	0.1466495245695114
占有	争取	-0.12334148585796356
合肥	巴黎	-0.10375916212797165
热线	焦点	-0.0901905819773674
影响力	破坏力	0
温度	湿度	0.3196365237236023
痛苦	忍辱负重	0
偶遇	艳遇	0
公众	媒体	0.16378922760486603
姑娘	青春	0.11705422401428223
多媒体	设备	0.17996744811534882
韩	日	0.1945890337228775
钱	利	0.04950768128037453
细心	三心二意	-0.038317255675792694
博物馆	剧院	0.025879157707095146
诵读	歌唱	0
阳光	雨露	0
竞争	考试	-0.026220373809337616
消灭	灭菌	0
饭局	交际	0.2530893087387085
媚俗	高雅	0
密码	账号	0.20880624651908875
夫人	孩子	0.24456003308296204
简化	优化	0.2083754539489746
侵害	性侵	0.1549796760082245
故事	剧情	0.20846764743328094
调整	整合	0.16486670076847076
亲密	缠绵	0.2472936511039734
创新	发明	0.253070205450058
带头	敢为人先	0
公约	规章	0.2884322702884674
高大上	超凡脱俗	0
解闷	排遣	0
放肆	大胆	-0.03514343127608299
合同	协议	0.4356508255004883
私语	嘀咕	0
大概	差不多	0.04890459030866623
比如	譬如	0.10654732584953308
友善	清新	0.22298264503479004
胆小鬼	兔子	0
繁荣	泡沫	-0.01372512336820364
智力	想象	0.16708055138587952
茶馆	企业	0.08565330505371094
消极	四大皆空	0
爱怜	同病相怜	0
激励	缅怀	0.06430738419294357
灌输	讲解	0.18222780525684357
车辆	行人	0.23413684964179993
偏见	认知	0.12057211995124817
北京市	成都市	0.24145005643367767
水果	西红柿	0.3535774052143097
艺术家	地理学家	0
干涉	管理	0.09496751427650452
管理	托管	0.06032664328813553
书籍	图书馆	-0.05147279053926468
框架	组织	0.1693015992641449
炮兵	海军	0
学习	上课	0.17510822415351868
图书馆	文化宫	0.13612645864486694
欲望	情欲	0.16843806207180023
独立	啃老	0
同学	同事	0.33491307497024536
语文	数学	0.06870250403881073
低贱	崇高	0
海域	渤海湾	0.18496721982955933
奖赏	惩罚	0.1406479775905609
名称	外号	0.22701828181743622
霸气	气场	0.044369619339704514
数据库	信息	0.18931624293327332
波涛	海水	0.09346573799848557
唱	颂	0.29593807458877563
鬼话	谎言	0
顺应	附和	0
较真儿	死板	0
乐观	阳光	0.26556238532066345
羞辱	辱	0
赋予	给予	0.032835036516189575
伪善	虚伪	0
在行	熟练	0
怪异	奇怪	0.14888782799243927
谦卑	谦逊	0
反应	反响	0.11152665317058563
过时	落伍	0.398396372795105
金钱	钱财	0.20053865015506744
种	栽	0.1849454939365387
对话框	窗口	0.001614982495084405
弥补	补偿	0.0013541674707084894
财力	精力	0.10423842817544937
功夫	素养	0.04210110753774643
竞争力	鉴赏力	0.23031412065029144
比赛	团队	0.3142419755458832
企业家	作曲家	0.26359114050865173
素菜	牛肉	0
报警	报告	0.027193453162908554
残疾	死亡	0.3181276321411133
指导	斥责	-0.02623450942337513
利润	成本	0.30046242475509644
思想	智力	0.20990058779716492
配合	违抗	0
电话	邮件	0.13060729205608368
公司	代销店	0
苹果	香蕉	0.2296803891658783
盈利	亏损	0.22096814215183258
公益	善心	-0.01272350549697876
总理	主席	0.3873387277126312
医生	护士	0.23571757972240448
疼爱	溺爱	0.16064812242984772
新闻界	舆论界	0.45470044016838074
眺望	展望	0.2367314249277115
发怒	恼羞成怒	0.41555190086364746
执着	倔强	0.27548208832740784
牵强	勉强	0.14314204454421997
散伙	离别	0
支柱	骨干	0.15596561133861542
慰劳	犒赏	0
心态	心境	0.24510961771011353
走神	愣	0
诀窍	秘籍	0.3513964116573334
成果	果实	0.09884221106767654
恼	怒	0
犹豫	踟蹰不前	0
作用	功能	0.061130039393901825
怜爱	爱怜	0.35255005955696106
化肥	化学肥料	0
物流	顺风	0.1601523756980896
皮肤	眼睛	0.0750441625714302
印象	大脑	-0.008732493966817856
阶层	皇室	-0.06548299640417099
新鲜	空气	0.1252131313085556
法庭	律师	0.20782044529914856
文章	理论	0.00030949965002946556
行星	月亮	0.03494959697127342
日记	文章	-0.07000661641359329
食物	水果	0.1974974274635315
俗	美	0.046970464289188385
会员卡	会员	0.06782670319080353
欧洲	南美洲	0
风景	山水	-0.0031495927833020687
文体	骚体	0
没劲	兴致勃勃	0.21633538603782654
新浪	腾讯	0.3877914249897003
服装	裙子	0.056881844997406006
凉快	炎热	0
歌舞	迪斯科	0
小学生	大中学生	0
汽车	越野车	0.11089341342449188
团购	购买	0.13056647777557373
平台	环境	0.07484963536262512
研讨	争论	0.10423970967531204
演说	说话	0.11939895898103714
虚拟	编造	0.20651929080486298
高风险	风险	0.09568218141794205
感动	热泪盈眶	0
底薪	工资	-0.0027673218864947557
扶持	提携	0.1881563663482666
有效	有用	0.068841852247715
圆满	大功告成	0.1922425627708435
邀请	诚邀	0
破烂	破烂不堪	0
信誉	信用	0.14806480705738068
孤单	寂寞	0.2862623631954193
会见	会晤	0.23599615693092346
背地里	背后	0
实质	本质	0.0299967173486948
枯萎	凋零	0.6053057909011841
互联网	因特网	0.16009415686130524
课程表	课表	0
洁癖	网瘾	0
讲座	座位	0.00919722393155098
粗鲁	文盲	0
女士	白骨精	0
电话	设备	0.16826851665973663
欢迎	迎宾	0.03717656061053276
气温	高温	0.2969827353954315
成功	失意	0
积极	消极	0.23888032138347626
君子	小人	0.11562668532133102
认真	马虎	0.006069856230169535
北大	清华	0.34717294573783875
国王	女王	0.25745514035224915
商业	工业	0.3557075262069702
闺房	卧室	0
削减	裁员	0.1507313996553421
检验	查	0.02346976287662983
席位	位置	-0.02767683006823063
奖励	记功	0
麻利	灵活	0.13617442548274994
随意	随便	0.19902431964874268
奋斗	努力	0.04553524777293205
高兴	兴奋	0.2194211781024933
猜忌	多疑	0.5578839778900146
轻蔑	藐视	0
服气	口服心服	0
入场券	门票	0.12414449453353882
生物钟	地球仪	0.23860043287277222
年级	成绩	0.16314399242401123
矩阵	数据	0.24758762121200562
杯子	饮料	-0.03277585282921791
杯子	实体	-0.09208463877439499
困倦	生病	0.22171349823474884
政敌	情敌	0
灾区	地震	0.2426729053258896
生日	蛋糕	0.0395759753882885
泡沫	肥皂	0.15638354420661926
电影	导演	0.18997731804847717
学生	老师	0.397471159696579
自动	手动	0.2971477806568146
大学	中专	0.05951136723160744
交易	交换	-0.02078796550631523
快乐	欣喜若狂	0
邪念	非分之想	0
平静	心平气和	-0.06974015384912491
任命	委以重任	0
瞎扯	编造	0
相信	信赖	0
支部	面部	0
正义	人民	0.1685410588979721
转基因	大豆	0.25004202127456665
白宫	宿舍	0.02809320017695427
解释	分解	0.14458736777305603
自卑感	历史感	0
距离	速度	-0.20461927354335785
投资者	收入	0.1456281691789627
网络	硬件	0.016573939472436905
责任	保险	0.0751594603061676
比赛	胜利	0.24540770053863525
亲近感	荣誉感	0.4499327838420868
壁橱	衣服	0
无用功	效率	0
课程	学校	0.3053663372993469
学者	学习	0.13852807879447937
超市	食品	0.04278678074479103
家属	丈夫	0.12278851121664047
国企	私企	0.1416008621454239
勾画	描摹	0
想法	主意	0.3013020157814026
美	靓	0
牢固	坚不可摧	0
凌乱	乱七八糟	0.05289149284362793
工作	干活儿	0
恭贺	恭喜	0.31177258491516113
拍马屁	谄谀	0
PC	计算机	0.1633383333683014
行	可以	0.06448493897914886
死党	共和党	0.1780053675174713
歌剧	工业	0.048716697841882706
轻浮	轻松	0
职业	教育	0.21248100697994232
物理	质子	0
网球	球拍	0
缓慢	飞快	-0.0782259926199913
人民币	美元	0.5323453545570374
青年	中青年	-0.18776704370975494
境界	意境	-0.06651186943054199
跋扈	骄横	0
弘扬	发扬	0.32352811098098755
恶劣	坏	0.039022233337163925
更加	愈发	0.19819419085979462
优秀	出众	0.07206763327121735
计算机	新闻	0.06323843449354172
期刊	协会	0.1418876349925995
纸老虎	狮子	0
冷静	荒凉	0.17971943318843842
乡村	故事	0.06259729713201523
出路	山路	-0.009892044588923454
能源	危机	0.11898080259561539
房价	面积	0.06358485668897629
龙头	老大	0.06989039480686188
安排	部署	0.2308834195137024
文明	吸烟者	-0.0773351788520813
普及	担当	-0.0790657252073288
困难	自怨自艾	0
造型	照片	0.09326065331697464
抠门儿	小气	0
假货	赝品	-0.03550731763243675
拖后腿	拉后腿	0
天下	气候	0.04540278762578964
轻	善	0.11284561455249786
日程	季度	-0.020427420735359192
宇宙	蚂蚁	0
面包店	绿豆粥	0
结盟	无理取闹	0
免税店	飞机	-0.001627697260119021
逃课	创业	0
态度	秋波	0
但	但是	0.25076737999916077
赢	胜	0.014423728920519352
调查	努力	0.05073581635951996
玻璃	魔术师	0
干扰	上网	0.12035825848579407
课堂	美食	0.17149382829666138
情节	黄色	0.03952077776193619
计算机	电脑	0.13161297142505646
讲价	打架	0.0743725374341011
教授	黄瓜	0.06951914727687836
控制	恐高	0.00896531343460083
阻力	天花板	0.07129130512475967
WTO	世界贸易组织	0
紫禁城	故宫	0.12046731263399124
算盘	计算机	0.003086239565163851
