男孩	小伙子	0.0707	0.1915
见解	意见	0.0119	0.0824
穷苦	贫穷	0.3366	0.0873
生命	性命	0.3628	0.2639
滚蛋	滚开	0.0000	0.0000
维他命	维生素	0.8335	0.6289
多元化	年轻化	-0.0686	0.2605
宝贵	金子	-0.0641	0.2257
结构	系统	-0.0533	0.1239
玩偶	工具	0.1342	0.0621
丧失	失独	-0.0161	0.1444
肚量	肚子	0.0000	0.0000
娇气	公主	-0.1495	0.0491
寒暑假	黄金周	0.0851	0.3190
笑料	活宝	-0.0592	0.2109
百货	商场	0.2706	0.0399
信息化	智能化	0.4216	0.1750
茶道	茶叶	0.0520	0.0542
罪孽	犯人	0.0000	0.0000
感冒药	退烧药	0.0145	0.4094
难点	问题	-0.0347	0.2177
同事	朋友	0.5852	0.2494
名字	姓氏	-0.0360	-0.0081
网站	网页	0.2162	0.1790
名誉	名气	0.0131	0.0946
七情六欲	欲望	0.1673	0.2826
审理	问讯	0.0000	0.0000
工具	器具	-0.0002	0.1273
意思	意义	-0.0799	0.0899
优惠	降价	0.1552	0.1868
伴随	陪伴	0.1685	0.1917
尘垢	污秽	0.0000	0.0000
猫腻	阴谋诡计	0.0000	0.0000
吃醋	争风吃醋	-0.0970	0.1254
软着陆	经济	-0.0587	0.1989
生产力	创新	0.3637	0.3718
上市	盈利	0.0001	0.1042
泼妇	女强人	0.0000	0.0000
载体	书本	0.0000	0.0000
地址	小区	0.0876	0.3020
价钱	票房	0.0008	0.0813
表彰	进步	0.0837	0.0095
理论	结论	0.1210	-0.1429
烦闷	失眠	0.0000	0.0000
亲人	敌人	0.1597	0.1325
跳槽	移动	-0.0520	0.0604
饮酒	喝茶	0.1085	0.1763
财运	桃花运	0.0000	0.0000
女权	女性	0.0000	0.0000
一般	差	-0.0012	0.1847
赌局	扑克牌	-0.0683	0.3636
宋	明	-0.0946	0.0290
雾霾	阴天	0.0000	0.0000
程序	指令	0.0043	0.0427
关键字	关键	-0.1436	0.2380
松驰	疲软	0.0000	0.0000
平等	平均	0.0525	-0.1270
经营	张罗	0.0000	0.0000
客套	礼貌	-0.0458	0.1214
利用	使用	0.4061	0.2192
审查	自纠自查	0.0000	0.0000
炖	焖	0.2474	0.3897
喜欢	崇敬	-0.0796	-0.1164
暗号	密码	0.0000	0.0000
规律	原理	-0.0545	0.1950
轻率	鲁莽	-0.0158	0.2241
手法	方法	0.3554	-0.1340
准则	规则	0.1195	0.1258
迂腐	墨守成规	0.0000	0.0000
闯祸	惹是生非	0.0000	0.0000
清晰	一清二楚	0.0000	0.0000
姐妹	闺蜜	0.1035	0.3173
扎实	脚踏实地	0.2103	0.2180
事物	东西	0.1524	0.0612
睡	寐	0.0000	0.0000
忌妒	妒嫉	0.0000	0.0000
俱乐部	富人	-0.1447	-0.0128
味道	鼻子	0.1905	0.0378
绩点	老师	0.0000	0.0000
关心	放任	0.1319	0.0475
空间	世界	-0.0871	0.0078
僻静	冷静	-0.0072	0.0572
字符	程序	0.1169	0.2027
裁判	足球	0.1439	0.1141
股票	银行	0.0751	0.1734
红颜	面容	0.2343	-0.0434
著名	著作	0.1039	0.2208
可能性	可靠性	-0.0357	0.1466
占有	争取	0.0166	-0.1233
合肥	巴黎	0.0907	-0.1038
热线	焦点	0.0592	-0.0902
影响力	破坏力	0.0000	0.0000
温度	湿度	0.2960	0.3196
痛苦	忍辱负重	0.0000	0.0000
偶遇	艳遇	0.0000	0.0000
公众	媒体	0.2204	0.1638
姑娘	青春	0.2179	0.1171
多媒体	设备	0.1433	0.1800
韩	日	-0.0113	0.1946
钱	利	0.0629	0.0495
细心	三心二意	-0.0172	-0.0383
博物馆	剧院	0.1631	0.0259
诵读	歌唱	0.0000	0.0000
阳光	雨露	0.0000	0.0000
竞争	考试	-0.2056	-0.0262
消灭	灭菌	0.0000	0.0000
饭局	交际	0.1144	0.2531
媚俗	高雅	0.0000	0.0000
密码	账号	0.0834	0.2088
夫人	孩子	-0.0160	0.2446
简化	优化	0.0485	0.2084
侵害	性侵	0.2976	0.1550
故事	剧情	0.0743	0.2085
调整	整合	0.4239	0.1649
亲密	缠绵	-0.1909	0.2473
创新	发明	0.0406	0.2531
带头	敢为人先	0.0000	0.0000
公约	规章	0.0231	0.2884
高大上	超凡脱俗	0.0000	0.0000
解闷	排遣	0.0000	0.0000
放肆	大胆	-0.2880	-0.0351
合同	协议	0.5099	0.4357
私语	嘀咕	0.0000	0.0000
大概	差不多	0.0983	0.0489
比如	譬如	0.3239	0.1065
友善	清新	0.0141	0.2230
胆小鬼	兔子	0.0000	0.0000
繁荣	泡沫	0.2129	-0.0137
智力	想象	0.2197	0.1671
茶馆	企业	0.0353	0.0857
消极	四大皆空	0.0000	0.0000
爱怜	同病相怜	0.0000	0.0000
激励	缅怀	0.0510	0.0643
灌输	讲解	-0.0323	0.1822
车辆	行人	0.2881	0.2341
偏见	认知	-0.1632	0.1206
北京市	成都市	0.3113	0.2415
水果	西红柿	0.5862	0.3536
艺术家	地理学家	0.0000	0.0000
干涉	管理	-0.3080	0.0950
管理	托管	0.1022	0.0603
书籍	图书馆	0.0202	-0.0515
框架	组织	-0.0323	0.1693
炮兵	海军	0.0000	0.0000
学习	上课	0.2026	0.1751
图书馆	文化宫	0.0352	0.1361
欲望	情欲	0.2780	0.1684
独立	啃老	0.0000	0.0000
同学	同事	0.5707	0.3349
语文	数学	0.1348	0.0687
低贱	崇高	0.0000	0.0000
海域	渤海湾	-0.1744	0.1850
奖赏	惩罚	-0.0759	0.1406
名称	外号	0.1176	0.2270
霸气	气场	-0.0452	0.0444
数据库	信息	0.1800	0.1893
波涛	海水	0.0495	0.0935
唱	颂	-0.0684	0.2959
鬼话	谎言	0.0000	0.0000
顺应	附和	0.0000	0.0000
较真儿	死板	0.0000	0.0000
乐观	阳光	0.1622	0.2656
羞辱	辱	0.0000	0.0000
赋予	给予	0.4189	0.0328
伪善	虚伪	0.0000	0.0000
在行	熟练	0.0000	0.0000
怪异	奇怪	-0.1117	0.1489
谦卑	谦逊	0.0000	0.0000
反应	反响	-0.0079	0.1115
过时	落伍	-0.0639	0.3984
金钱	钱财	0.1264	0.2005
种	栽	-0.0874	0.1849
对话框	窗口	0.0440	0.0016
弥补	补偿	0.1202	0.0014
财力	精力	0.0969	0.1042
功夫	素养	-0.2070	0.0421
竞争力	鉴赏力	0.2417	0.2303
比赛	团队	-0.0271	0.3142
企业家	作曲家	0.1356	0.2636
素菜	牛肉	0.0000	0.0000
报警	报告	0.1840	0.0272
残疾	死亡	-0.1129	0.3181
指导	斥责	-0.0921	-0.0262
利润	成本	0.3873	0.3005
思想	智力	0.0172	0.2099
配合	违抗	0.0000	0.0000
电话	邮件	0.3210	0.1306
公司	代销店	0.0000	0.0000
苹果	香蕉	0.2433	0.2297
盈利	亏损	0.4699	0.2210
公益	善心	-0.0264	-0.0127
总理	主席	0.5959	0.3873
医生	护士	-0.0505	0.2357
疼爱	溺爱	-0.0581	0.1606
新闻界	舆论界	-0.0093	0.4547
眺望	展望	0.3737	0.2367
发怒	恼羞成怒	0.0567	0.4156
执着	倔强	0.0552	0.2755
牵强	勉强	0.0413	0.1431
散伙	离别	0.0000	0.0000
支柱	骨干	0.0021	0.1560
慰劳	犒赏	0.0000	0.0000
心态	心境	0.0335	0.2451
走神	愣	0.0000	0.0000
诀窍	秘籍	0.0472	0.3514
成果	果实	0.0366	0.0988
恼	怒	0.0000	0.0000
犹豫	踟蹰不前	0.0000	0.0000
作用	功能	0.3318	0.0611
怜爱	爱怜	0.0107	0.3526
化肥	化学肥料	0.0000	0.0000
物流	顺风	0.1270	0.1602
皮肤	眼睛	0.5692	0.0750
印象	大脑	0.1540	-0.0087
阶层	皇室	-0.0414	-0.0655
新鲜	空气	0.1642	0.1252
法庭	律师	0.1565	0.2078
文章	理论	0.0052	0.0003
行星	月亮	-0.0511	0.0349
日记	文章	-0.0998	-0.0700
食物	水果	0.6500	0.1975
俗	美	0.1250	0.0470
会员卡	会员	-0.1384	0.0678
欧洲	南美洲	0.0000	0.0000
风景	山水	-0.0149	-0.0031
文体	骚体	0.0000	0.0000
没劲	兴致勃勃	0.0449	0.2163
新浪	腾讯	0.2329	0.3878
服装	裙子	-0.0805	0.0569
凉快	炎热	0.0000	0.0000
歌舞	迪斯科	0.0000	0.0000
小学生	大中学生	0.0000	0.0000
汽车	越野车	0.1334	0.1109
团购	购买	0.3643	0.1306
平台	环境	0.1366	0.0748
研讨	争论	0.1236	0.1042
演说	说话	0.1557	0.1194
虚拟	编造	0.2419	0.2065
高风险	风险	0.2510	0.0957
感动	热泪盈眶	0.0000	0.0000
底薪	工资	0.0029	-0.0028
扶持	提携	0.0104	0.1882
有效	有用	0.1595	0.0688
圆满	大功告成	0.2922	0.1922
邀请	诚邀	0.0000	0.0000
破烂	破烂不堪	0.0000	0.0000
信誉	信用	0.1946	0.1481
孤单	寂寞	-0.1225	0.2863
会见	会晤	-0.0491	0.2360
背地里	背后	0.0000	0.0000
实质	本质	0.6763	0.0300
枯萎	凋零	0.8525	0.6053
互联网	因特网	0.0457	0.1601
课程表	课表	0.0000	0.0000
洁癖	网瘾	0.0000	0.0000
讲座	座位	-0.0501	0.0092
粗鲁	文盲	0.0000	0.0000
女士	白骨精	0.0000	0.0000
电话	设备	0.0923	0.1683
欢迎	迎宾	-0.0268	0.0372
气温	高温	0.8224	0.2970
成功	失意	0.0000	0.0000
积极	消极	0.1036	0.2389
君子	小人	0.1420	0.1156
认真	马虎	0.3199	0.0061
北大	清华	0.5253	0.3472
国王	女王	-0.1264	0.2575
商业	工业	-0.0232	0.3557
闺房	卧室	0.0000	0.0000
削减	裁员	0.1082	0.1507
检验	查	0.1664	0.0235
席位	位置	0.0270	-0.0277
奖励	记功	0.0000	0.0000
麻利	灵活	0.2024	0.1362
随意	随便	0.1988	0.1990
奋斗	努力	0.2859	0.0455
高兴	兴奋	0.2417	0.2194
猜忌	多疑	0.0134	0.5579
轻蔑	藐视	0.0000	0.0000
服气	口服心服	0.0000	0.0000
入场券	门票	0.0322	0.1241
生物钟	地球仪	0.0563	0.2386
年级	成绩	0.2149	0.1631
矩阵	数据	0.0824	0.2476
杯子	饮料	0.0451	-0.0328
杯子	实体	-0.0839	-0.0921
困倦	生病	-0.0529	0.2217
政敌	情敌	0.0000	0.0000
灾区	地震	0.1938	0.2427
生日	蛋糕	-0.0753	0.0396
泡沫	肥皂	0.1111	0.1564
电影	导演	0.2936	0.1900
学生	老师	0.8109	0.3975
自动	手动	0.3446	0.2971
大学	中专	0.0679	0.0595
交易	交换		0.3067	-0.0208
快乐	欣喜若狂	0.0000	0.0000
邪念	非分之想	0.0000	0.0000
平静	心平气和		-0.0635	-0.0697
任命	委以重任	0.0000	0.0000
瞎扯	编造	0.0000	0.0000
相信	信赖	0.0000	0.0000
支部	面部	0.0000	0.0000
正义	人民	0.2155	0.1685
转基因	大豆	0.0940	0.2500
白宫	宿舍	-0.0588	0.0281
解释	分解	-0.0583	0.1446
自卑感	历史感	0.0000	0.0000
距离	速度	0.0724	-0.2046
投资者	收入	0.1045	0.1456
网络	硬件	0.1350	0.0166
责任	保险	0.2766	0.0752
比赛	胜利	0.2735	0.2454
亲近感	荣誉感	-0.0206	0.4499
壁橱	衣服	0.0000	0.0000
无用功	效率	0.0000	0.0000
课程	学校	0.5340	0.3054
学者	学习	0.0139	0.1385
超市	食品	0.1948	0.0428
家属	丈夫	0.1310	0.1228
国企	私企	0.1256	0.1416
勾画	描摹	0.0000	0.0000
想法	主意	0.2298	0.3013
美	靓	0.0000	0.0000
牢固	坚不可摧	0.0000	0.0000
凌乱	乱七八糟	0.1802	0.0529
工作	干活儿	0.0000	0.0000
恭贺	恭喜	0.2463	0.3118
拍马屁	谄谀	0.0000	0.0000
PC	计算机	0.1692	0.1633
行	可以	0.1505	0.0645
死党	共和党	-0.1170	0.1780
歌剧	工业	0.0644	0.0487
轻浮	轻松	0.0000	0.0000
职业	教育	0.3763	0.2125
物理	质子	0.0000	0.0000
网球	球拍	0.0000	0.0000
缓慢	飞快	0.2097	-0.0782
人民币	美元	0.7430	0.5323
青年	中青年	0.1076	-0.1878
境界	意境	-0.1236	-0.0665
跋扈	骄横	0.0000	0.0000
弘扬	发扬	0.4451	0.3235
恶劣	坏	-0.0229	0.0390
更加	愈发	0.2398	0.1982
优秀	出众	-0.1240	0.0721
计算机	新闻	0.0388	0.0632
期刊	协会	0.1036	0.1419
纸老虎	狮子	0.0000	0.0000
冷静	荒凉	0.0095	0.1797
乡村	故事	0.0781	0.0626
出路	山路	0.0693	-0.0099
能源	危机	0.1732	0.1190
房价	面积	0.1144	0.0636
龙头	老大	0.1063	0.0699
安排	部署	0.5981	0.2309
文明	吸烟者	-0.0129	-0.0773
普及	担当	0.0170	-0.0791
困难	自怨自艾	0.0000	0.0000
造型	照片	0.3511	0.0933
抠门儿	小气	0.0000	0.0000
假货	赝品	0.0336	-0.0355
拖后腿	拉后腿	0.0000	0.0000
天下	气候	0.0152	0.0454
轻	善	-0.0928	0.1128
日程	季度	-0.1275	-0.0204
宇宙	蚂蚁	0.0000	0.0000
面包店	绿豆粥	0.0000	0.0000
结盟	无理取闹	0.0000	0.0000
免税店	飞机	0.2062	-0.0016
逃课	创业	0.0000	0.0000
态度	秋波	0.0000	0.0000
但	但是	0.6849	0.2508
赢	胜	0.1401	0.0144
调查	努力	0.0537	0.0507
玻璃	魔术师	0.0000	0.0000
干扰	上网	0.0115	0.1204
课堂	美食	0.2246	0.1715
情节	黄色	0.0574	0.0395
计算机	电脑	0.2456	0.1316
讲价	打架	-0.0501	0.0744
教授	黄瓜	0.1199	0.0695
控制	恐高	0.0198	0.0090
阻力	天花板	0.2082	0.0713
WTO	世界贸易组织	0.0000	0.0000
紫禁城	故宫	-0.0505	0.1205
算盘	计算机	0.0142	0.0031
